y_true,y_pred,neutral,positive,negative
0,0.0,0.99275,0.00538,0.00187
0,0.0,0.99498,0.00153,0.00349
0,0.0,0.98691,0.00118,0.01191
1,0.0,0.99475,0.00339,0.00186
1,0.0,0.98484,0.01059,0.00457
0,0.0,0.99432,0.00163,0.00405
1,0.0,0.99489,0.00284,0.00227
0,0.0,0.98966,0.00069,0.00965
0,0.0,0.99302,0.00091,0.00607
0,1.0,0.24362,0.75331,0.00308
2,0.0,0.99184,0.00105,0.00711
0,0.0,0.99586,0.00229,0.00185
0,0.0,0.98173,0.00137,0.0169
0,0.0,0.99101,0.0008,0.00819
0,0.0,0.99585,0.00208,0.00207
0,0.0,0.99391,0.0014,0.00469
2,2.0,0.43982,0.00192,0.55826
0,0.0,0.99288,0.00418,0.00294
2,0.0,0.99474,0.00132,0.00394
0,0.0,0.9947,0.00372,0.00159
0,0.0,0.99391,0.00297,0.00313
1,0.0,0.99626,0.00157,0.00216
0,0.0,0.99395,0.0041,0.00195
1,0.0,0.99547,0.00311,0.00142
1,0.0,0.99527,0.00247,0.00226
0,0.0,0.99593,0.00257,0.0015
0,0.0,0.99602,0.00184,0.00214
1,0.0,0.9921,0.00594,0.00196
0,0.0,0.99604,0.00186,0.00209
0,0.0,0.99309,0.00121,0.0057
0,0.0,0.99594,0.00188,0.00218
0,0.0,0.94831,0.00109,0.0506
0,0.0,0.9956,0.00161,0.00279
0,0.0,0.99095,0.00099,0.00806
1,0.0,0.99185,0.00241,0.00574
1,0.0,0.99278,0.00108,0.00613
0,0.0,0.99633,0.00191,0.00176
1,0.0,0.99595,0.00136,0.00269
1,0.0,0.98588,0.00411,0.01001
0,0.0,0.99438,0.00299,0.00263
0,0.0,0.98735,0.00121,0.01143
2,0.0,0.98358,0.00309,0.01333
2,0.0,0.99312,0.00097,0.00591
0,0.0,0.9947,0.00266,0.00264
2,0.0,0.99619,0.00111,0.0027
0,0.0,0.99604,0.00222,0.00174
2,0.0,0.99428,0.00126,0.00446
0,0.0,0.99354,0.00232,0.00414
1,1.0,0.16069,0.83791,0.0014
1,0.0,0.99634,0.00152,0.00213
1,0.0,0.996,0.00144,0.00256
1,0.0,0.99611,0.00263,0.00126
2,0.0,0.9907,0.00227,0.00703
0,0.0,0.96623,0.00336,0.03041
1,0.0,0.99211,0.0012,0.00669
1,0.0,0.99614,0.00193,0.00193
1,0.0,0.97572,0.01756,0.00673
2,0.0,0.98582,0.00154,0.01264
0,0.0,0.99408,0.00147,0.00445
0,0.0,0.99064,0.00181,0.00755
1,0.0,0.99583,0.00303,0.00115
0,0.0,0.99606,0.00184,0.0021
1,0.0,0.99419,0.00187,0.00394
2,0.0,0.99535,0.00137,0.00328
1,0.0,0.99204,0.00322,0.00473
0,0.0,0.99556,0.00198,0.00247
1,0.0,0.99466,0.00375,0.00159
2,0.0,0.99419,0.00128,0.00453
0,0.0,0.99067,0.00181,0.00752
0,0.0,0.99529,0.00133,0.00338
1,0.0,0.98132,0.01748,0.0012
0,0.0,0.98301,0.00075,0.01624
1,0.0,0.99486,0.00248,0.00266
1,0.0,0.99627,0.00196,0.00176
1,0.0,0.99509,0.00168,0.00323
1,0.0,0.53689,0.00127,0.46184
2,0.0,0.99064,0.00227,0.00709
0,0.0,0.98799,0.00559,0.00643
2,0.0,0.98762,0.00112,0.01126
1,0.0,0.99509,0.00253,0.00237
0,0.0,0.99611,0.00143,0.00246
1,0.0,0.99433,0.0031,0.00257
0,0.0,0.9965,0.00146,0.00204
0,0.0,0.9866,0.00079,0.01261
0,0.0,0.94962,0.01653,0.03385
0,0.0,0.97815,0.00108,0.02077
2,0.0,0.98937,0.0032,0.00743
1,0.0,0.97499,0.02368,0.00132
0,0.0,0.99577,0.00165,0.00258
2,0.0,0.99226,0.00127,0.00647
0,0.0,0.98348,0.00365,0.01287
2,0.0,0.99316,0.00124,0.0056
1,0.0,0.98363,0.01487,0.0015
2,0.0,0.99451,0.00125,0.00424
2,0.0,0.98143,0.00152,0.01705
1,0.0,0.99123,0.00078,0.00799
1,0.0,0.99255,0.00376,0.00369
0,0.0,0.99184,0.00139,0.00677
1,0.0,0.99525,0.00351,0.00124
1,0.0,0.9884,0.00329,0.00831
1,0.0,0.99274,0.00617,0.00109
2,0.0,0.99123,0.00154,0.00723
1,0.0,0.99608,0.00123,0.00269
2,0.0,0.99297,0.00588,0.00114
2,0.0,0.99646,0.00176,0.00178
2,0.0,0.99387,0.00111,0.00502
1,0.0,0.93813,0.06008,0.0018
0,0.0,0.99557,0.00173,0.0027
1,0.0,0.99602,0.00217,0.00182
1,0.0,0.99384,0.00457,0.00159
1,0.0,0.98381,0.01491,0.00128
0,0.0,0.99303,0.00179,0.00518
2,0.0,0.99105,0.00166,0.00729
1,0.0,0.99631,0.0018,0.00189
0,0.0,0.97579,0.00159,0.02262
0,0.0,0.99212,0.0022,0.00569
0,0.0,0.98267,0.00239,0.01494
1,0.0,0.99278,0.00582,0.0014
1,0.0,0.99183,0.00458,0.00359
0,0.0,0.99441,0.00123,0.00435
2,0.0,0.99433,0.00147,0.0042
0,0.0,0.99547,0.00228,0.00225
1,0.0,0.99638,0.002,0.00162
1,0.0,0.99308,0.00402,0.0029
1,0.0,0.99482,0.00381,0.00137
0,0.0,0.9822,0.0064,0.0114
1,0.0,0.88264,0.11385,0.00351
1,0.0,0.99632,0.00189,0.00179
1,0.0,0.99554,0.00242,0.00204
1,0.0,0.99529,0.00205,0.00266
1,0.0,0.99224,0.00246,0.0053
0,0.0,0.99431,0.00117,0.00452
2,0.0,0.97946,0.00286,0.01768
1,0.0,0.98669,0.001,0.01232
2,0.0,0.99132,0.00122,0.00746
1,1.0,0.21601,0.78228,0.00171
0,0.0,0.99059,0.00299,0.00643
0,0.0,0.99353,0.00122,0.00525
0,0.0,0.9173,0.00254,0.08016
0,0.0,0.99511,0.00177,0.00312
0,0.0,0.99497,0.00349,0.00154
0,0.0,0.9571,0.03988,0.00302
0,0.0,0.94579,0.04598,0.00823
0,0.0,0.99471,0.00378,0.00151
0,0.0,0.98192,0.0027,0.01539
0,0.0,0.99274,0.00175,0.00551
1,0.0,0.99627,0.00154,0.00219
0,0.0,0.99169,0.00326,0.00504
0,0.0,0.95624,0.0018,0.04195
1,0.0,0.99631,0.00175,0.00193
0,0.0,0.99549,0.00183,0.00268
0,0.0,0.99328,0.00098,0.00575
1,0.0,0.99527,0.00253,0.0022
1,0.0,0.97588,0.01908,0.00504
1,0.0,0.98931,0.00724,0.00346
1,0.0,0.99419,0.00331,0.0025
0,0.0,0.97845,0.00128,0.02027
0,0.0,0.99605,0.00142,0.00253
1,0.0,0.99609,0.00184,0.00207
0,0.0,0.99583,0.00159,0.00258
1,0.0,0.99198,0.00679,0.00123
1,0.0,0.99339,0.00517,0.00143
0,0.0,0.99581,0.00218,0.00201
0,0.0,0.99033,0.00703,0.00264
1,0.0,0.99445,0.00436,0.00119
0,0.0,0.99507,0.00174,0.00319
0,0.0,0.99516,0.00102,0.00382
0,0.0,0.9913,0.002,0.00671
0,0.0,0.99454,0.00114,0.00432
2,0.0,0.95766,0.00371,0.03863
0,0.0,0.99582,0.00216,0.00202
1,0.0,0.99343,0.00186,0.00471
1,0.0,0.99285,0.00494,0.00221
0,0.0,0.99644,0.00198,0.00158
0,0.0,0.99305,0.00289,0.00406
0,0.0,0.99533,0.00346,0.00121
0,0.0,0.97277,0.00316,0.02407
2,0.0,0.92981,0.00487,0.06532
0,0.0,0.97581,0.0186,0.00559
0,0.0,0.99447,0.00126,0.00427
2,0.0,0.99141,0.00156,0.00703
2,0.0,0.99243,0.00114,0.00642
1,0.0,0.99614,0.00187,0.002
0,0.0,0.99644,0.00205,0.00151
1,0.0,0.99336,0.00524,0.0014
0,0.0,0.99496,0.00162,0.00343
2,0.0,0.99401,0.00158,0.00441
1,0.0,0.99506,0.00108,0.00387
0,0.0,0.99351,0.00221,0.00429
2,0.0,0.98834,0.00199,0.00967
1,0.0,0.9958,0.00299,0.00122
0,0.0,0.97994,0.00226,0.01779
0,0.0,0.99466,0.00261,0.00273
1,0.0,0.99517,0.00333,0.00151
2,0.0,0.9897,0.00168,0.00862
0,0.0,0.55371,0.44258,0.00371
1,0.0,0.99508,0.0026,0.00231
0,0.0,0.97007,0.021,0.00893
0,0.0,0.99423,0.00142,0.00435
1,0.0,0.99567,0.00242,0.00191
1,1.0,0.09221,0.90615,0.00164
0,0.0,0.99575,0.00212,0.00213
0,0.0,0.9958,0.00284,0.00136
2,0.0,0.98725,0.00119,0.01156
0,0.0,0.99165,0.00092,0.00744
0,0.0,0.95994,0.00381,0.03625
2,0.0,0.99419,0.00151,0.00429
2,0.0,0.95832,0.00247,0.03921
2,0.0,0.99171,0.00112,0.00717
1,0.0,0.9923,0.00612,0.00157
0,0.0,0.99354,0.00519,0.00128
1,0.0,0.9931,0.0041,0.00281
1,0.0,0.98178,0.01711,0.00111
1,0.0,0.99296,0.00551,0.00153
0,0.0,0.99469,0.00191,0.00341
1,0.0,0.99543,0.00151,0.00306
0,0.0,0.99594,0.00233,0.00173
1,0.0,0.99639,0.00129,0.00232
0,0.0,0.9959,0.00194,0.00216
2,0.0,0.62805,0.00143,0.37051
2,0.0,0.99003,0.00121,0.00876
2,0.0,0.99375,0.00077,0.00548
0,0.0,0.99565,0.00147,0.00288
1,0.0,0.99656,0.00144,0.002
0,0.0,0.99034,0.0011,0.00855
1,0.0,0.99581,0.00193,0.00226
1,0.0,0.94579,0.04598,0.00823
1,0.0,0.99522,0.00248,0.0023
2,0.0,0.98326,0.00191,0.01483
0,0.0,0.99304,0.00128,0.00568
2,0.0,0.98129,0.00204,0.01667
1,0.0,0.99395,0.00089,0.00516
1,0.0,0.99443,0.00384,0.00173
2,0.0,0.99042,0.00177,0.00781
1,0.0,0.99038,0.00202,0.0076
1,0.0,0.99653,0.00191,0.00155
2,0.0,0.99365,0.00201,0.00434
1,0.0,0.98824,0.00485,0.00691
0,0.0,0.98246,0.01513,0.00241
1,0.0,0.9957,0.00107,0.00323
0,0.0,0.99199,0.00093,0.00709
1,0.0,0.99638,0.0019,0.00172
2,0.0,0.99426,0.00113,0.00461
0,0.0,0.99408,0.00106,0.00486
0,0.0,0.98821,0.00218,0.00961
0,0.0,0.991,0.00089,0.00811
2,0.0,0.97533,0.00076,0.02391
0,0.0,0.99576,0.00156,0.00268
1,0.0,0.96468,0.0033,0.03202
0,0.0,0.59225,0.00289,0.40487
2,0.0,0.97504,0.00085,0.0241
2,0.0,0.83941,0.00193,0.15866
0,0.0,0.9932,0.00357,0.00323
0,0.0,0.99565,0.00247,0.00188
0,0.0,0.98345,0.00093,0.01562
0,0.0,0.95205,0.00091,0.04704
1,0.0,0.99053,0.00367,0.0058
1,0.0,0.93427,0.06224,0.00348
0,0.0,0.99602,0.0023,0.00167
1,0.0,0.99317,0.00315,0.00369
0,0.0,0.99563,0.00219,0.00219
1,0.0,0.99667,0.00158,0.00175
0,0.0,0.99619,0.00111,0.0027
1,0.0,0.99455,0.00307,0.00238
0,0.0,0.99241,0.00079,0.0068
0,0.0,0.99586,0.00174,0.0024
1,0.0,0.98258,0.01572,0.0017
0,0.0,0.99397,0.00089,0.00514
1,0.0,0.99511,0.00124,0.00366
1,0.0,0.99515,0.00139,0.00346
2,0.0,0.98609,0.00113,0.01277
0,0.0,0.99472,0.00405,0.00123
0,0.0,0.99615,0.00166,0.00219
0,0.0,0.98547,0.00209,0.01245
0,0.0,0.99479,0.00096,0.00425
2,0.0,0.9935,0.0009,0.00561
1,0.0,0.98414,0.00998,0.00589
0,0.0,0.99672,0.00135,0.00193
2,0.0,0.99591,0.00166,0.00243
2,0.0,0.98923,0.00201,0.00877
0,0.0,0.99527,0.00194,0.00279
1,0.0,0.99452,0.00385,0.00163
1,0.0,0.99403,0.00412,0.00185
2,0.0,0.99409,0.00142,0.00449
1,0.0,0.99031,0.00472,0.00498
2,0.0,0.78082,0.00126,0.21792
1,0.0,0.99564,0.00162,0.00273
0,0.0,0.996,0.00176,0.00224
2,0.0,0.94262,0.00443,0.05295
0,0.0,0.98259,0.00621,0.0112
0,0.0,0.99323,0.00127,0.00549
0,0.0,0.98472,0.00136,0.01392
0,0.0,0.99548,0.00128,0.00324
1,0.0,0.99618,0.00157,0.00225
0,0.0,0.9938,0.00283,0.00337
0,0.0,0.99438,0.00129,0.00432
1,0.0,0.99411,0.0012,0.00469
0,0.0,0.99413,0.00323,0.00264
0,0.0,0.99235,0.00243,0.00522
0,0.0,0.667,0.3202,0.01281
0,0.0,0.99594,0.00182,0.00224
0,0.0,0.99371,0.00142,0.00487
0,0.0,0.99286,0.00139,0.00575
0,0.0,0.98506,0.00175,0.01319
0,0.0,0.99588,0.00196,0.00215
2,0.0,0.98731,0.00079,0.0119
1,0.0,0.99245,0.00286,0.00468
2,0.0,0.97289,0.00247,0.02463
0,0.0,0.99493,0.00366,0.00142
0,0.0,0.98922,0.00463,0.00616
0,0.0,0.99378,0.00224,0.00398
0,0.0,0.98508,0.00443,0.01049
0,0.0,0.99427,0.00114,0.00458
0,0.0,0.99289,0.00073,0.00638
0,0.0,0.98835,0.01057,0.00109
1,0.0,0.98556,0.00116,0.01328
0,0.0,0.99373,0.00441,0.00186
0,0.0,0.99333,0.00173,0.00494
2,0.0,0.98677,0.00079,0.01245
1,0.0,0.8583,0.11672,0.02498
0,0.0,0.99571,0.00165,0.00263
0,0.0,0.98926,0.00151,0.00923
1,0.0,0.9872,0.00072,0.01208
0,0.0,0.98846,0.0016,0.00994
1,0.0,0.97135,0.02306,0.00559
0,0.0,0.99067,0.00114,0.00819
2,0.0,0.97941,0.00097,0.01962
2,0.0,0.99529,0.00331,0.00139
2,0.0,0.95205,0.00404,0.04391
1,0.0,0.99494,0.00257,0.00249
1,0.0,0.99523,0.00175,0.00302
0,0.0,0.99538,0.00138,0.00324
1,0.0,0.99183,0.00091,0.00726
2,0.0,0.98043,0.00096,0.01861
1,0.0,0.98879,0.00459,0.00663
2,0.0,0.99382,0.00381,0.00237
0,0.0,0.97812,0.00243,0.01945
2,0.0,0.98838,0.00141,0.01021
0,0.0,0.98917,0.00238,0.00845
0,0.0,0.99488,0.00338,0.00173
0,0.0,0.99627,0.00156,0.00217
1,0.0,0.99506,0.00174,0.00319
0,0.0,0.99554,0.00213,0.00233
1,0.0,0.9925,0.00305,0.00446
2,0.0,0.98923,0.00089,0.00988
1,0.0,0.99523,0.00188,0.00289
1,0.0,0.99536,0.00188,0.00276
2,0.0,0.99172,0.00165,0.00663
1,0.0,0.99652,0.00126,0.00222
1,0.0,0.99412,0.00215,0.00373
1,0.0,0.99159,0.00407,0.00434
0,0.0,0.99466,0.00397,0.00137
2,0.0,0.93492,0.00198,0.0631
1,0.0,0.99544,0.00332,0.00125
1,0.0,0.99642,0.00124,0.00234
0,0.0,0.98436,0.0017,0.01394
1,0.0,0.99445,0.00169,0.00387
2,0.0,0.99078,0.00114,0.00808
2,0.0,0.96995,0.00164,0.02842
0,0.0,0.99499,0.00192,0.0031
0,0.0,0.99462,0.00119,0.00419
2,0.0,0.9326,0.00153,0.06587
2,0.0,0.98523,0.00154,0.01323
0,0.0,0.98332,0.00134,0.01534
1,0.0,0.99235,0.00296,0.00468
0,0.0,0.99494,0.00177,0.00329
1,0.0,0.99261,0.00388,0.00351
1,0.0,0.9917,0.00319,0.00511
1,0.0,0.98758,0.0008,0.01161
0,0.0,0.98727,0.00095,0.01178
0,0.0,0.99514,0.00114,0.00372
0,0.0,0.96355,0.0013,0.03515
0,0.0,0.99432,0.00394,0.00175
1,0.0,0.99484,0.00108,0.00407
1,0.0,0.99449,0.00277,0.00273
0,0.0,0.99464,0.00223,0.00313
0,0.0,0.9962,0.00203,0.00177
0,0.0,0.99513,0.0012,0.00367
0,0.0,0.99171,0.00107,0.00722
1,0.0,0.9922,0.00465,0.00315
1,0.0,0.9937,0.00204,0.00426
2,0.0,0.97623,0.00257,0.0212
1,0.0,0.99545,0.00248,0.00206
1,0.0,0.99308,0.00546,0.00146
0,0.0,0.92489,0.0059,0.06921
0,0.0,0.99553,0.00173,0.00274
1,0.0,0.99498,0.00254,0.00249
0,0.0,0.96347,0.00075,0.03578
0,0.0,0.98948,0.00905,0.00147
0,0.0,0.98843,0.0011,0.01047
0,0.0,0.99655,0.00175,0.00171
1,0.0,0.97671,0.02026,0.00303
0,0.0,0.99498,0.00331,0.00171
2,0.0,0.98705,0.0013,0.01166
2,0.0,0.99527,0.00181,0.00292
0,0.0,0.98181,0.00187,0.01632
1,0.0,0.97096,0.02784,0.0012
0,0.0,0.99314,0.00217,0.0047
2,0.0,0.56376,0.00143,0.43481
0,0.0,0.99556,0.00187,0.00256
1,0.0,0.99511,0.00278,0.00211
0,0.0,0.97676,0.00223,0.021
0,0.0,0.99266,0.00213,0.00521
1,0.0,0.99181,0.0067,0.00148
0,0.0,0.99459,0.0033,0.00211
2,0.0,0.94131,0.00104,0.05765
0,0.0,0.99236,0.00275,0.00489
1,0.0,0.99446,0.00409,0.00145
0,0.0,0.9952,0.00132,0.00348
1,0.0,0.99443,0.00382,0.00175
0,0.0,0.99442,0.00429,0.00129
2,0.0,0.98132,0.00193,0.01675
1,0.0,0.84775,0.1437,0.00856
1,0.0,0.99302,0.0026,0.00439
1,0.0,0.99182,0.00218,0.006
0,0.0,0.99514,0.00229,0.00257
1,0.0,0.99197,0.00285,0.00518
2,0.0,0.98236,0.01413,0.00352
2,0.0,0.97678,0.00315,0.02007
2,0.0,0.99418,0.00086,0.00496
0,0.0,0.99518,0.00351,0.0013
0,0.0,0.98596,0.00266,0.01138
2,0.0,0.99295,0.0013,0.00575
0,0.0,0.99132,0.00633,0.00235
1,0.0,0.99563,0.00284,0.00153
2,0.0,0.98058,0.00107,0.01835
1,0.0,0.99627,0.00199,0.00174
2,0.0,0.99039,0.0011,0.00851
1,0.0,0.99418,0.00424,0.00159
0,0.0,0.98638,0.00115,0.01247
1,0.0,0.99222,0.00537,0.00241
1,0.0,0.99523,0.00197,0.0028
0,0.0,0.99593,0.00141,0.00265
1,0.0,0.98206,0.00998,0.00796
1,0.0,0.97809,0.00117,0.02074
2,0.0,0.98899,0.00089,0.01011
1,0.0,0.99462,0.00426,0.00113
1,1.0,0.00699,0.99078,0.00223
1,0.0,0.99291,0.00164,0.00544
0,0.0,0.99543,0.00299,0.00158
1,0.0,0.68831,0.30152,0.01017
0,0.0,0.99102,0.00684,0.00214
2,0.0,0.97416,0.00242,0.02342
0,0.0,0.97942,0.01223,0.00835
0,0.0,0.99286,0.00281,0.00434
0,0.0,0.99602,0.00132,0.00267
0,0.0,0.99353,0.00101,0.00547
0,0.0,0.95435,0.00098,0.04467
1,0.0,0.99176,0.00302,0.00522
0,0.0,0.9775,0.00084,0.02166
1,0.0,0.99421,0.00395,0.00184
0,0.0,0.99547,0.00107,0.00346
2,0.0,0.99603,0.00178,0.0022
0,0.0,0.98278,0.00094,0.01628
1,0.0,0.97915,0.01542,0.00543
2,0.0,0.98914,0.00095,0.00991
0,0.0,0.99508,0.00116,0.00377
0,0.0,0.99548,0.00163,0.00289
0,0.0,0.98971,0.0011,0.00919
1,0.0,0.99499,0.00236,0.00264
1,0.0,0.9908,0.00805,0.00114
1,0.0,0.99476,0.00267,0.00257
0,0.0,0.98319,0.00095,0.01586
1,0.0,0.99524,0.00314,0.00163
2,0.0,0.9776,0.00109,0.02131
1,0.0,0.99355,0.00175,0.00469
1,0.0,0.99323,0.00132,0.00545
2,0.0,0.99242,0.00078,0.0068
0,0.0,0.98757,0.00074,0.01169
2,0.0,0.99565,0.00114,0.00321
0,0.0,0.99536,0.00159,0.00305
1,0.0,0.99479,0.00123,0.00398
1,0.0,0.96153,0.00436,0.03411
2,2.0,0.39381,0.00217,0.60402
1,0.0,0.99484,0.00303,0.00214
1,0.0,0.99576,0.00156,0.00268
0,0.0,0.99509,0.00344,0.00147
2,0.0,0.9963,0.00172,0.00197
1,0.0,0.95022,0.00314,0.04663
0,0.0,0.99483,0.00113,0.00404
0,0.0,0.99278,0.00294,0.00428
1,0.0,0.9934,0.00136,0.00524
1,0.0,0.99569,0.00276,0.00155
1,0.0,0.9901,0.00377,0.00613
1,0.0,0.98381,0.00932,0.00687
0,0.0,0.99302,0.00177,0.00521
0,0.0,0.99089,0.0014,0.00771
0,0.0,0.96918,0.00341,0.02741
0,0.0,0.99457,0.0019,0.00353
0,0.0,0.99533,0.00274,0.00192
0,0.0,0.98698,0.00178,0.01124
0,0.0,0.99006,0.00463,0.0053
1,0.0,0.99608,0.00227,0.00165
1,0.0,0.96165,0.03424,0.00412
2,0.0,0.97782,0.0009,0.02128
2,0.0,0.99465,0.00159,0.00376
2,0.0,0.97992,0.00349,0.01659
1,0.0,0.99401,0.00334,0.00266
0,0.0,0.97141,0.00108,0.02751
1,0.0,0.58336,0.41465,0.00199
1,0.0,0.99095,0.00785,0.0012
0,0.0,0.99617,0.00235,0.00148
0,0.0,0.99402,0.0031,0.00288
2,0.0,0.96556,0.0009,0.03354
0,0.0,0.99335,0.00217,0.00448
1,0.0,0.99487,0.00106,0.00407
0,0.0,0.9936,0.00152,0.00488
0,0.0,0.99402,0.00273,0.00325
0,0.0,0.99527,0.00301,0.00171
1,0.0,0.98027,0.00082,0.01891
0,0.0,0.99194,0.00281,0.00525
0,0.0,0.99572,0.00234,0.00194
2,0.0,0.99169,0.00138,0.00693
0,0.0,0.97978,0.00106,0.01916
2,0.0,0.89683,0.00106,0.10211
1,0.0,0.98223,0.01235,0.00542
1,0.0,0.91942,0.0686,0.01198
1,0.0,0.99463,0.00306,0.00231
2,0.0,0.99235,0.00147,0.00618
1,0.0,0.99195,0.00183,0.00622
0,0.0,0.99588,0.00215,0.00198
1,0.0,0.99411,0.00268,0.00321
1,0.0,0.99446,0.00333,0.00221
1,0.0,0.99347,0.00237,0.00416
1,0.0,0.99579,0.00291,0.0013
0,0.0,0.99117,0.00154,0.00729
2,0.0,0.97849,0.00103,0.02048
0,0.0,0.99598,0.00151,0.00251
0,0.0,0.99486,0.00301,0.00213
0,0.0,0.95729,0.00211,0.0406
0,0.0,0.94086,0.00319,0.05596
0,0.0,0.99385,0.00281,0.00334
0,0.0,0.99587,0.00201,0.00212
1,0.0,0.96638,0.03124,0.00237
1,0.0,0.99348,0.00187,0.00466
0,0.0,0.99615,0.00139,0.00246
1,0.0,0.99431,0.00314,0.00255
2,0.0,0.98891,0.00085,0.01025
1,0.0,0.99354,0.00407,0.00238
1,0.0,0.99507,0.00344,0.00149
2,0.0,0.84304,0.00127,0.15569
0,0.0,0.9675,0.02246,0.01004
0,0.0,0.95102,0.00212,0.04687
1,0.0,0.9951,0.00245,0.00245
1,0.0,0.99562,0.00249,0.00189
1,0.0,0.99615,0.00144,0.0024
0,0.0,0.99057,0.00093,0.0085
1,0.0,0.99643,0.00191,0.00166
0,0.0,0.99492,0.00134,0.00374
1,0.0,0.99242,0.00632,0.00126
1,0.0,0.85431,0.14133,0.00436
0,0.0,0.98797,0.0011,0.01093
0,0.0,0.9962,0.00131,0.00249
0,0.0,0.98939,0.00186,0.00875
1,0.0,0.99538,0.00306,0.00156
1,0.0,0.99547,0.00332,0.00121
0,0.0,0.99649,0.00158,0.00193
1,0.0,0.99676,0.00182,0.00142
0,0.0,0.98536,0.00808,0.00656
0,0.0,0.99306,0.00189,0.00505
0,0.0,0.9877,0.00115,0.01115
0,0.0,0.99248,0.00372,0.00381
0,0.0,0.93807,0.06044,0.00149
0,0.0,0.97891,0.00078,0.02031
2,0.0,0.99423,0.00148,0.00429
0,0.0,0.99377,0.00221,0.00402
2,0.0,0.99008,0.001,0.00892
1,0.0,0.99401,0.00251,0.00348
2,0.0,0.74808,0.00113,0.25079
0,0.0,0.99079,0.00084,0.00837
0,0.0,0.99525,0.00357,0.00118
0,0.0,0.99435,0.00354,0.00211
2,0.0,0.99289,0.00151,0.0056
1,0.0,0.99491,0.00385,0.00123
0,0.0,0.99129,0.00348,0.00522
2,0.0,0.99469,0.00073,0.00458
1,0.0,0.99367,0.00396,0.00237
0,0.0,0.98928,0.00173,0.00899
1,0.0,0.99448,0.00435,0.00117
0,0.0,0.9957,0.00223,0.00207
2,0.0,0.89393,0.00314,0.10293
1,0.0,0.87924,0.104,0.01676
0,0.0,0.99473,0.00336,0.00191
0,0.0,0.99448,0.00169,0.00382
0,0.0,0.99605,0.00194,0.00201
1,0.0,0.99411,0.00195,0.00394
1,0.0,0.95266,0.04618,0.00116
0,0.0,0.99439,0.00227,0.00334
2,0.0,0.99418,0.00202,0.0038
1,0.0,0.98683,0.00289,0.01028
1,0.0,0.99325,0.00527,0.00147
1,0.0,0.9936,0.0041,0.0023
0,0.0,0.99513,0.00166,0.0032
0,0.0,0.93807,0.00155,0.06038
0,0.0,0.99494,0.0028,0.00226
0,0.0,0.99154,0.00099,0.00747
0,0.0,0.99564,0.00194,0.00242
0,0.0,0.99578,0.00131,0.0029
1,0.0,0.9962,0.00163,0.00217
2,0.0,0.98377,0.00356,0.01266
0,0.0,0.99388,0.00124,0.00488
1,0.0,0.99637,0.00171,0.00193
1,0.0,0.9953,0.00121,0.00349
1,0.0,0.84618,0.15018,0.00364
2,0.0,0.95462,0.00083,0.04455
0,0.0,0.86731,0.12996,0.00273
1,0.0,0.99593,0.00272,0.00135
2,0.0,0.90358,0.00217,0.09425
2,0.0,0.97822,0.00087,0.02091
0,0.0,0.99594,0.00153,0.00253
0,0.0,0.99376,0.00498,0.00126
2,0.0,0.77384,0.00222,0.22394
0,0.0,0.99411,0.00452,0.00137
0,0.0,0.97917,0.00828,0.01255
0,0.0,0.99327,0.00096,0.00577
1,0.0,0.98553,0.01188,0.00259
