y_true,y_pred,NEUTRAL,POSITIVE,NEGATIVE
1,1.0,0.12053,0.84837,0.0311
2,2.0,0.00259,0.0025,0.9949
1,1.0,0.00596,0.99068,0.00336
1,1.0,0.00596,0.99069,0.00335
0,0.0,0.80406,0.16299,0.03295
0,0.0,0.81069,0.12491,0.06439
0,0.0,0.82424,0.14414,0.03162
2,0.0,0.56064,0.16178,0.27758
2,1.0,0.00604,0.99063,0.00333
0,2.0,0.0026,0.0025,0.9949
1,2.0,0.18066,0.06782,0.75152
0,0.0,0.82988,0.11248,0.05764
2,2.0,0.18062,0.06781,0.75157
1,1.0,0.00597,0.99068,0.00335
0,0.0,0.83024,0.11237,0.05739
0,0.0,0.8206,0.14804,0.03136
0,1.0,0.45145,0.47049,0.07806
0,0.0,0.82834,0.11353,0.05813
0,0.0,0.82776,0.11413,0.05811
0,2.0,0.18165,0.06809,0.75027
1,2.0,0.1807,0.06786,0.75144
0,0.0,0.81901,0.12134,0.05965
0,2.0,0.18108,0.06795,0.75098
2,2.0,0.18069,0.06785,0.75146
1,1.0,0.01698,0.97893,0.00409
0,0.0,0.80488,0.16185,0.03328
0,2.0,0.18073,0.06784,0.75143
1,1.0,0.00621,0.99047,0.00332
0,2.0,0.18057,0.06778,0.75165
1,1.0,0.02125,0.97351,0.00524
0,0.0,0.83047,0.11258,0.05695
0,0.0,0.81637,0.15186,0.03177
1,1.0,0.01504,0.98137,0.00359
0,0.0,0.78615,0.17823,0.03562
2,2.0,0.1807,0.06786,0.75144
2,2.0,0.0026,0.00249,0.99491
1,1.0,0.00596,0.99069,0.00335
1,1.0,0.03739,0.9526,0.01001
0,0.0,0.82895,0.11325,0.05781
1,2.0,0.18106,0.06795,0.75099
2,2.0,0.18064,0.06782,0.75153
1,1.0,0.00599,0.99067,0.00334
1,0.0,0.81757,0.11917,0.06326
0,0.0,0.81716,0.15125,0.03159
1,0.0,0.82797,0.11416,0.05787
0,0.0,0.82569,0.11477,0.05954
2,2.0,0.18068,0.06786,0.75146
1,2.0,0.1807,0.06785,0.75145
1,0.0,0.81381,0.12492,0.06127
0,2.0,0.18184,0.06793,0.75023
2,2.0,0.18068,0.06784,0.75147
0,0.0,0.81044,0.15728,0.03227
0,0.0,0.82853,0.11315,0.05832
1,2.0,0.18074,0.06795,0.75131
0,1.0,0.00598,0.99068,0.00334
0,0.0,0.82508,0.14311,0.03181
2,2.0,0.0026,0.00249,0.99491
1,1.0,0.01521,0.98116,0.00363
1,1.0,0.00597,0.99068,0.00335
0,0.0,0.82939,0.11294,0.05767
0,0.0,0.81767,0.15075,0.03158
1,1.0,0.01541,0.98091,0.00368
1,0.0,0.82657,0.11482,0.05861
2,2.0,0.18069,0.06784,0.75147
0,0.0,0.82918,0.11319,0.05763
2,2.0,0.18067,0.06784,0.75149
0,0.0,0.8298,0.11286,0.05734
0,0.0,0.8193,0.14921,0.03149
0,2.0,0.18066,0.06784,0.7515
0,1.0,0.00598,0.99068,0.00335
0,0.0,0.82668,0.1399,0.03343
0,0.0,0.82698,0.11447,0.05855
0,0.0,0.82283,0.14589,0.03128
0,0.0,0.82936,0.11318,0.05746
0,0.0,0.82148,0.14728,0.03125
0,0.0,0.80524,0.16196,0.0328
0,0.0,0.82679,0.11456,0.05865
1,1.0,0.35144,0.588,0.06056
0,0.0,0.77903,0.11092,0.11006
0,2.0,0.21246,0.04973,0.73781
0,0.0,0.82171,0.13778,0.0405
0,0.0,0.78886,0.17794,0.03321
1,0.0,0.8247,0.11594,0.05935
0,2.0,0.18211,0.0682,0.74969
0,0.0,0.82929,0.11242,0.05829
0,0.0,0.82945,0.11307,0.05748
0,0.0,0.82466,0.11529,0.06005
2,2.0,0.18067,0.06783,0.75151
0,0.0,0.83056,0.11195,0.05749
0,0.0,0.81911,0.1203,0.06059
2,2.0,0.18069,0.06785,0.75145
0,0.0,0.82948,0.11288,0.05765
1,1.0,0.03964,0.94989,0.01047
2,2.0,0.18066,0.06783,0.75152
2,2.0,0.18069,0.06785,0.75145
1,0.0,0.82755,0.11408,0.05837
0,0.0,0.82981,0.11285,0.05734
1,0.0,0.82769,0.11412,0.05819
0,0.0,0.8299,0.11279,0.05731
0,0.0,0.82819,0.11355,0.05827
0,0.0,0.81887,0.14953,0.0316
1,1.0,0.12051,0.84873,0.03077
1,1.0,0.00596,0.99069,0.00335
1,1.0,0.01554,0.98075,0.00371
1,1.0,0.08106,0.9014,0.01754
0,0.0,0.80926,0.15457,0.03617
0,0.0,0.81566,0.11978,0.06456
2,2.0,0.18067,0.06784,0.75149
0,0.0,0.82986,0.11273,0.05741
1,0.0,0.56541,0.17448,0.26011
0,2.0,0.18063,0.06781,0.75156
2,2.0,0.0026,0.0025,0.99491
1,0.0,0.8022,0.13263,0.06518
2,1.0,0.00597,0.99068,0.00335
0,0.0,0.82909,0.11322,0.05769
0,0.0,0.82247,0.14605,0.03148
1,1.0,0.29543,0.64814,0.05643
1,1.0,0.00596,0.99069,0.00335
1,1.0,0.01804,0.9776,0.00437
1,1.0,0.01525,0.9811,0.00364
0,1.0,0.07626,0.90694,0.0168
1,1.0,0.01815,0.97746,0.0044
2,2.0,0.18068,0.06784,0.75147
0,0.0,0.82895,0.11343,0.05762
0,0.0,0.80965,0.15615,0.03419
2,2.0,0.18069,0.06784,0.75146
1,1.0,0.43862,0.50175,0.05962
0,2.0,0.18067,0.06783,0.7515
0,0.0,0.82884,0.11332,0.05784
1,1.0,0.00667,0.98986,0.00347
0,0.0,0.82485,0.14369,0.03146
0,0.0,0.82318,0.11586,0.06096
1,1.0,0.01503,0.98139,0.00359
0,0.0,0.8234,0.11404,0.06256
2,2.0,0.18068,0.06784,0.75148
0,0.0,0.82031,0.14846,0.03122
0,2.0,0.18063,0.06781,0.75156
0,0.0,0.80441,0.1628,0.03279
0,0.0,0.81432,0.15384,0.03184
2,2.0,0.1807,0.06785,0.75145
0,0.0,0.81686,0.15128,0.03187
0,0.0,0.68336,0.26897,0.04767
0,0.0,0.81373,0.1217,0.06456
0,0.0,0.82972,0.11219,0.0581
0,0.0,0.80992,0.15786,0.03223
1,1.0,0.00597,0.99068,0.00335
1,1.0,0.01589,0.9803,0.00381
2,2.0,0.18068,0.06784,0.75148
0,1.0,0.04218,0.94677,0.01105
0,0.0,0.64919,0.11456,0.23625
0,0.0,0.58585,0.20558,0.20858
2,2.0,0.1806,0.06779,0.75161
2,2.0,0.18067,0.06783,0.7515
1,1.0,0.01598,0.9802,0.00383
1,1.0,0.01568,0.98056,0.00376
2,2.0,0.0026,0.00249,0.99491
0,0.0,0.83,0.11271,0.0573
0,0.0,0.81489,0.15158,0.03352
2,1.0,0.006,0.99066,0.00334
2,2.0,0.18059,0.06778,0.75163
0,0.0,0.82778,0.11378,0.05845
1,2.0,0.18066,0.0678,0.75155
2,2.0,0.18069,0.06785,0.75146
0,0.0,0.82035,0.11907,0.06058
0,0.0,0.7087,0.21223,0.07907
2,2.0,0.18084,0.06784,0.75132
0,0.0,0.83029,0.11231,0.05739
0,0.0,0.8226,0.11756,0.05984
1,2.0,0.1807,0.06785,0.75145
0,0.0,0.82341,0.11501,0.06158
1,1.0,0.02064,0.97428,0.00507
1,0.0,0.81273,0.15516,0.03211
0,0.0,0.82895,0.11342,0.05763
0,0.0,0.81266,0.15485,0.0325
1,1.0,0.23773,0.71963,0.04264
1,1.0,0.02949,0.96052,0.00999
0,0.0,0.81976,0.14885,0.03138
0,0.0,0.81373,0.15328,0.03299
0,0.0,0.82874,0.11351,0.05775
2,2.0,0.18117,0.06805,0.75078
0,0.0,0.82955,0.11285,0.0576
1,1.0,0.01964,0.97556,0.0048
0,1.0,0.3653,0.57218,0.06252
2,2.0,0.00259,0.0025,0.99491
0,0.0,0.8198,0.14894,0.03125
0,0.0,0.73664,0.21944,0.04391
0,2.0,0.18063,0.06779,0.75159
0,0.0,0.82784,0.11337,0.05878
1,1.0,0.0157,0.98054,0.00376
1,1.0,0.01544,0.98087,0.00369
0,0.0,0.83068,0.11294,0.05638
0,1.0,0.006,0.99066,0.00334
0,0.0,0.8264,0.11505,0.05856
1,1.0,0.01683,0.97904,0.00414
0,0.0,0.82787,0.1134,0.05873
0,0.0,0.71464,0.16936,0.116
1,1.0,0.01715,0.97872,0.00413
0,0.0,0.82687,0.11404,0.05908
2,2.0,0.0026,0.0025,0.9949
0,0.0,0.77839,0.14942,0.07219
0,0.0,0.81348,0.15441,0.03211
0,0.0,0.82909,0.114,0.05692
1,1.0,0.00596,0.99069,0.00335
2,2.0,0.00259,0.0025,0.99491
2,2.0,0.0026,0.00249,0.99491
1,1.0,0.00596,0.99068,0.00335
2,2.0,0.18069,0.06786,0.75145
0,0.0,0.80488,0.16252,0.0326
1,2.0,0.18068,0.06784,0.75148
1,1.0,0.02109,0.97371,0.0052
0,0.0,0.82852,0.11292,0.05856
0,0.0,0.82034,0.14796,0.0317
2,0.0,0.43515,0.24933,0.31552
1,0.0,0.81934,0.12144,0.05922
0,0.0,0.81982,0.14874,0.03145
0,0.0,0.82864,0.11328,0.05808
0,0.0,0.8196,0.14876,0.03164
2,2.0,0.00259,0.0025,0.99491
1,1.0,0.01862,0.97685,0.00452
1,1.0,0.08446,0.89748,0.01807
0,2.0,0.18142,0.0681,0.75048
2,2.0,0.00259,0.0025,0.99491
0,1.0,0.31097,0.63529,0.05374
0,0.0,0.7939,0.16946,0.03664
1,0.0,0.63738,0.30966,0.05296
0,0.0,0.82851,0.11334,0.05814
2,2.0,0.18067,0.06783,0.75149
1,0.0,0.65409,0.28064,0.06527
2,2.0,0.18058,0.06777,0.75165
0,0.0,0.81134,0.15388,0.03478
2,2.0,0.0026,0.00251,0.99489
2,2.0,0.0026,0.0025,0.99491
0,0.0,0.73028,0.17201,0.09771
0,0.0,0.81778,0.14999,0.03222
2,2.0,0.18069,0.06785,0.75146
0,0.0,0.82981,0.11271,0.05748
1,0.0,0.82107,0.11765,0.06128
0,0.0,0.82929,0.11293,0.05778
0,0.0,0.82062,0.14825,0.03113
2,2.0,0.1807,0.06782,0.75148
1,1.0,0.42897,0.5075,0.06354
0,0.0,0.82481,0.11587,0.05931
1,2.0,0.18067,0.06785,0.75148
1,1.0,0.01504,0.98137,0.00359
1,1.0,0.00596,0.99068,0.00335
0,0.0,0.795,0.17093,0.03407
1,1.0,0.06258,0.91086,0.02656
1,0.0,0.81947,0.11982,0.06072
2,2.0,0.1808,0.06782,0.75139
0,1.0,0.34467,0.59167,0.06366
0,0.0,0.81457,0.15142,0.03401
2,2.0,0.18069,0.06785,0.75146
2,0.0,0.78267,0.1318,0.08553
0,2.0,0.18067,0.06785,0.75148
1,1.0,0.37371,0.56288,0.06342
1,2.0,0.18065,0.06779,0.75156
0,2.0,0.18064,0.06783,0.75153
1,1.0,0.00597,0.99068,0.00335
1,1.0,0.00682,0.98348,0.0097
0,2.0,0.18091,0.06792,0.75117
0,2.0,0.18067,0.06783,0.75151
2,2.0,0.0026,0.0025,0.9949
1,1.0,0.01498,0.98144,0.00357
2,2.0,0.18069,0.06786,0.75145
0,0.0,0.82614,0.11495,0.05891
0,0.0,0.81935,0.14779,0.03286
0,2.0,0.00259,0.0025,0.99491
1,0.0,0.72758,0.14535,0.12706
2,2.0,0.18068,0.06784,0.75148
2,2.0,0.18067,0.06783,0.7515
0,0.0,0.82925,0.11319,0.05757
1,1.0,0.01587,0.98033,0.0038
0,2.0,0.18069,0.06786,0.75145
2,2.0,0.18062,0.0678,0.75158
1,2.0,0.18072,0.06818,0.7511
0,0.0,0.8286,0.11361,0.05779
0,0.0,0.81134,0.15641,0.03225
2,2.0,0.00259,0.0025,0.9949
2,2.0,0.18069,0.06785,0.75146
0,1.0,0.1437,0.82332,0.03297
0,0.0,0.69962,0.22413,0.07625
0,0.0,0.81659,0.15183,0.03158
1,1.0,0.01625,0.97986,0.0039
0,0.0,0.81544,0.14275,0.0418
0,0.0,0.81942,0.14914,0.03143
2,2.0,0.18065,0.06781,0.75154
1,2.0,0.18156,0.06807,0.75037
0,0.0,0.81795,0.1505,0.03156
0,0.0,0.79184,0.17329,0.03487
1,1.0,0.27229,0.68069,0.04702
0,0.0,0.79528,0.17106,0.03366
2,2.0,0.18069,0.06785,0.75146
2,2.0,0.18069,0.06785,0.75146
0,0.0,0.82022,0.14844,0.03134
1,1.0,0.03443,0.95635,0.00922
2,2.0,0.18146,0.06804,0.7505
2,2.0,0.18068,0.06785,0.75147
2,2.0,0.18069,0.06785,0.75145
0,0.0,0.8284,0.1131,0.05849
2,0.0,0.8233,0.14479,0.03191
0,0.0,0.81603,0.15195,0.03202
1,1.0,0.016,0.98017,0.00383
0,0.0,0.82154,0.14612,0.03234
0,0.0,0.8197,0.14893,0.03136
1,2.0,0.18067,0.06798,0.75135
0,0.0,0.82949,0.11294,0.05757
2,1.0,0.00597,0.99068,0.00335
0,0.0,0.82895,0.11333,0.05772
0,0.0,0.79584,0.17011,0.03405
2,2.0,0.18067,0.06784,0.75149
2,2.0,0.18069,0.06785,0.75146
2,1.0,0.00598,0.99066,0.00336
0,0.0,0.81471,0.12297,0.06232
0,0.0,0.82823,0.11339,0.05838
0,0.0,0.82999,0.11243,0.05759
0,0.0,0.82947,0.11299,0.05754
0,0.0,0.82952,0.11285,0.05762
0,0.0,0.80083,0.1661,0.03307
0,0.0,0.82371,0.14486,0.03143
2,2.0,0.18083,0.06788,0.75128
1,1.0,0.10629,0.87208,0.02163
0,0.0,0.83039,0.11235,0.05726
1,1.0,0.01502,0.9814,0.00358
0,0.0,0.79723,0.16936,0.03341
2,2.0,0.00259,0.0025,0.99491
1,1.0,0.02439,0.96947,0.00615
0,0.0,0.81125,0.15664,0.03211
1,2.0,0.18059,0.06776,0.75165
1,2.0,0.18067,0.06784,0.75149
0,0.0,0.80371,0.16329,0.033
0,1.0,0.1394,0.83302,0.02759
0,0.0,0.82736,0.11362,0.05902
1,1.0,0.01538,0.98095,0.00367
0,0.0,0.82906,0.11332,0.05762
0,0.0,0.79965,0.16496,0.0354
2,2.0,0.18069,0.06785,0.75145
1,1.0,0.00597,0.99068,0.00335
0,0.0,0.81801,0.15034,0.03165
1,1.0,0.02164,0.973,0.00535
0,0.0,0.82938,0.11276,0.05785
2,2.0,0.18069,0.06786,0.75145
0,0.0,0.8285,0.11333,0.05817
2,2.0,0.18069,0.06785,0.75146
1,0.0,0.72798,0.15106,0.12096
1,1.0,0.00596,0.99068,0.00335
2,2.0,0.18069,0.06785,0.75146
0,0.0,0.76986,0.15924,0.0709
2,2.0,0.18063,0.06777,0.7516
0,0.0,0.81938,0.11691,0.06371
1,1.0,0.03152,0.96018,0.0083
2,2.0,0.18069,0.06785,0.75145
0,0.0,0.80133,0.16389,0.03479
0,2.0,0.18064,0.06781,0.75155
0,0.0,0.82555,0.116,0.05845
0,0.0,0.74932,0.20947,0.04121
1,1.0,0.01572,0.98044,0.00384
1,1.0,0.04402,0.94441,0.01157
2,2.0,0.00259,0.0025,0.99491
1,1.0,0.01588,0.98031,0.0038
0,0.0,0.82077,0.14795,0.03129
2,2.0,0.18068,0.06784,0.75148
0,0.0,0.82965,0.11303,0.05732
0,0.0,0.82534,0.14177,0.03289
0,0.0,0.80514,0.13232,0.06253
0,0.0,0.82881,0.11325,0.05794
0,0.0,0.82939,0.11293,0.05768
0,0.0,0.79765,0.14233,0.06002
0,0.0,0.80928,0.15294,0.03778
0,0.0,0.81867,0.14992,0.03142
1,2.0,0.18068,0.06785,0.75147
1,1.0,0.10341,0.87526,0.02134
0,0.0,0.8297,0.11271,0.05759
0,0.0,0.82001,0.1485,0.03149
0,0.0,0.55619,0.21193,0.23188
0,0.0,0.82988,0.11276,0.05736
0,0.0,0.81763,0.15095,0.03143
1,1.0,0.30251,0.46842,0.22907
0,1.0,0.04707,0.94087,0.01206
0,0.0,0.83032,0.11275,0.05693
1,1.0,0.30566,0.64215,0.05219
0,0.0,0.82382,0.11655,0.05962
1,1.0,0.01522,0.98114,0.00363
0,2.0,0.18061,0.06779,0.75159
2,2.0,0.18068,0.06785,0.75147
0,1.0,0.006,0.99066,0.00334
0,0.0,0.75752,0.13638,0.10611
1,1.0,0.25421,0.70135,0.04444
0,1.0,0.13219,0.8418,0.02601
1,1.0,0.01517,0.98121,0.00362
1,1.0,0.01646,0.97959,0.00395
0,0.0,0.82022,0.11711,0.06267
2,2.0,0.18069,0.06785,0.75146
0,1.0,0.00597,0.99068,0.00335
2,2.0,0.18068,0.06785,0.75147
0,0.0,0.82794,0.11393,0.05813
0,0.0,0.73394,0.22825,0.03782
1,1.0,0.00596,0.99069,0.00335
1,1.0,0.00596,0.99069,0.00335
0,1.0,0.3523,0.58372,0.06398
1,1.0,0.01588,0.98028,0.00383
1,1.0,0.00596,0.99069,0.00335
0,0.0,0.82011,0.1473,0.03259
1,1.0,0.01731,0.97843,0.00425
1,1.0,0.02649,0.96673,0.00678
0,0.0,0.82827,0.11349,0.05824
0,2.0,0.18065,0.06784,0.75151
2,2.0,0.18069,0.06785,0.75146
0,0.0,0.82568,0.1156,0.05872
0,0.0,0.82958,0.11275,0.05766
0,0.0,0.81594,0.15244,0.03163
1,1.0,0.00673,0.99009,0.00318
1,1.0,0.00596,0.99069,0.00335
0,0.0,0.8195,0.14908,0.03142
1,1.0,0.02124,0.97352,0.00524
1,1.0,0.01752,0.97824,0.00423
2,2.0,0.18069,0.06785,0.75146
1,1.0,0.0154,0.98092,0.00368
1,2.0,0.18075,0.06794,0.75131
0,0.0,0.82269,0.14604,0.03127
0,0.0,0.80253,0.16482,0.03265
0,1.0,0.00597,0.99068,0.00335
2,2.0,0.18067,0.06784,0.75148
0,0.0,0.81942,0.14923,0.03135
0,2.0,0.18044,0.06789,0.75167
1,1.0,0.15728,0.80546,0.03726
0,0.0,0.82913,0.11257,0.0583
0,0.0,0.8297,0.1127,0.05761
0,0.0,0.82883,0.11333,0.05784
0,2.0,0.18064,0.06784,0.75152
2,2.0,0.18148,0.06803,0.75049
2,2.0,0.0026,0.00249,0.99491
0,0.0,0.82937,0.1127,0.05793
1,1.0,0.02861,0.96382,0.00757
0,0.0,0.78531,0.17759,0.0371
1,0.0,0.81927,0.12034,0.06039
2,2.0,0.18069,0.06785,0.75146
0,0.0,0.82668,0.11499,0.05833
1,1.0,0.01702,0.97889,0.0041
1,1.0,0.02153,0.97314,0.00533
0,0.0,0.82916,0.11343,0.05742
1,1.0,0.01507,0.98134,0.00359
1,1.0,0.0177,0.97802,0.00428
2,2.0,0.18069,0.06785,0.75146
0,0.0,0.8188,0.14979,0.03141
0,0.0,0.82601,0.11525,0.05874
1,1.0,0.01537,0.98096,0.00367
1,0.0,0.67264,0.25235,0.07501
1,1.0,0.00597,0.99068,0.00335
