y_true,y_pred,neutral,positive,negative
2,0.0,0.53708,0.00347,0.45944
0,0.0,0.94338,0.05444,0.00218
2,2.0,0.1757,0.00162,0.82269
1,1.0,0.00341,0.99545,0.00114
2,2.0,0.42452,0.00589,0.56959
0,1.0,0.09882,0.8998,0.00139
2,2.0,0.2039,0.00366,0.79244
2,2.0,0.14445,0.00106,0.85449
0,0.0,0.99273,0.00509,0.00218
0,0.0,0.98243,0.0024,0.01517
1,1.0,0.00202,0.99557,0.0024
2,1.0,0.0022,0.98625,0.01154
0,0.0,0.98942,0.00965,0.00093
0,0.0,0.99547,0.0032,0.00133
1,1.0,0.00187,0.99612,0.00201
1,1.0,0.00157,0.99696,0.00147
1,1.0,0.01279,0.98625,0.00096
2,2.0,0.10988,0.00211,0.88801
2,0.0,0.90886,0.00466,0.08648
0,0.0,0.82158,0.17672,0.0017
1,1.0,0.00229,0.99614,0.00157
1,1.0,0.00741,0.99174,0.00085
0,0.0,0.99655,0.0018,0.00165
0,0.0,0.98931,0.0017,0.00899
0,0.0,0.60555,0.38911,0.00534
1,1.0,0.01037,0.98819,0.00144
1,0.0,0.57057,0.42272,0.0067
0,0.0,0.99564,0.00287,0.00149
0,0.0,0.99332,0.0027,0.00398
0,0.0,0.98414,0.00243,0.01344
0,0.0,0.99589,0.00288,0.00123
1,1.0,0.00458,0.99461,0.0008
0,0.0,0.92348,0.00362,0.0729
2,2.0,0.07105,0.01025,0.9187
1,1.0,0.20273,0.79339,0.00388
1,1.0,0.00874,0.99033,0.00093
1,1.0,0.00229,0.99619,0.00152
1,1.0,0.03909,0.95958,0.00132
2,2.0,0.01055,0.00196,0.9875
1,1.0,0.00177,0.99592,0.00231
1,1.0,0.09926,0.89772,0.00303
0,0.0,0.98602,0.01244,0.00154
0,0.0,0.64587,0.34014,0.01399
0,0.0,0.99489,0.00388,0.00123
2,2.0,0.25914,0.00147,0.73939
2,2.0,0.21172,0.0016,0.78668
0,0.0,0.99232,0.00676,0.00092
1,1.0,0.03158,0.96624,0.00218
0,0.0,0.91885,0.07959,0.00157
2,2.0,0.23004,0.00381,0.76615
1,1.0,0.00577,0.9934,0.00083
0,0.0,0.99326,0.00085,0.00589
0,0.0,0.99543,0.00134,0.00323
0,0.0,0.89759,0.10018,0.00223
0,0.0,0.97845,0.01976,0.00178
0,0.0,0.97973,0.01894,0.00133
0,0.0,0.99634,0.00151,0.00215
1,1.0,0.00139,0.9969,0.00171
0,0.0,0.92163,0.07631,0.00206
0,0.0,0.96688,0.02625,0.00687
2,2.0,0.01325,0.00218,0.98458
1,1.0,0.00846,0.99072,0.00082
0,0.0,0.99187,0.00687,0.00126
0,0.0,0.97984,0.00235,0.01781
1,0.0,0.62626,0.31055,0.06319
0,0.0,0.99627,0.00213,0.0016
1,1.0,0.00361,0.99512,0.00127
0,0.0,0.99138,0.00771,0.00092
0,0.0,0.99477,0.00335,0.00188
1,1.0,0.00252,0.99582,0.00166
0,0.0,0.94046,0.04858,0.01096
2,2.0,0.0813,0.00549,0.91321
2,2.0,0.11533,0.0034,0.88126
1,1.0,0.00419,0.99493,0.00088
1,1.0,0.02981,0.96905,0.00114
0,0.0,0.99336,0.00212,0.00452
1,1.0,0.00453,0.99462,0.00085
2,2.0,0.01632,0.00185,0.98183
1,1.0,0.00258,0.99591,0.00151
1,1.0,0.00312,0.9947,0.00218
0,0.0,0.99571,0.00267,0.00162
1,1.0,0.08601,0.91229,0.00169
0,0.0,0.98534,0.01127,0.0034
2,1.0,0.00315,0.91071,0.08613
1,1.0,0.0177,0.98132,0.00098
1,1.0,0.0157,0.98329,0.00101
0,0.0,0.99121,0.00789,0.0009
2,0.0,0.94284,0.00158,0.05558
0,0.0,0.96326,0.0351,0.00163
0,0.0,0.99584,0.00285,0.00131
1,1.0,0.01549,0.98349,0.00102
0,0.0,0.994,0.00366,0.00234
0,0.0,0.99491,0.00305,0.00205
2,2.0,0.00448,0.0037,0.99182
1,1.0,0.01145,0.98774,0.00081
1,1.0,0.10232,0.89555,0.00213
0,0.0,0.9962,0.00249,0.00131
0,0.0,0.60546,0.39218,0.00236
1,1.0,0.00663,0.99225,0.00112
1,1.0,0.00457,0.99453,0.0009
2,2.0,0.03529,0.00235,0.96236
0,0.0,0.99026,0.0088,0.00094
2,2.0,0.17151,0.00279,0.82569
0,0.0,0.99603,0.00269,0.00128
0,0.0,0.95872,0.02986,0.01142
0,1.0,0.08952,0.89682,0.01366
0,0.0,0.93464,0.04764,0.01772
0,0.0,0.99543,0.00201,0.00256
0,0.0,0.98247,0.01545,0.00208
0,0.0,0.99426,0.00451,0.00123
0,0.0,0.97846,0.01308,0.00846
0,0.0,0.99651,0.00207,0.00142
0,0.0,0.92762,0.05685,0.01553
0,0.0,0.9965,0.00189,0.00161
1,1.0,0.07679,0.91843,0.00478
0,0.0,0.99635,0.00219,0.00146
0,0.0,0.92538,0.00661,0.06801
0,0.0,0.99533,0.00365,0.00103
0,0.0,0.87291,0.11968,0.00741
1,0.0,0.82046,0.17701,0.00253
0,0.0,0.99669,0.00128,0.00203
0,0.0,0.99543,0.00166,0.00291
0,0.0,0.99636,0.00176,0.00189
0,0.0,0.99349,0.00392,0.00259
2,2.0,0.16206,0.00177,0.83617
0,0.0,0.99585,0.00259,0.00156
0,0.0,0.94759,0.05126,0.00115
2,2.0,0.29956,0.00135,0.69909
0,0.0,0.99457,0.00364,0.00179
1,1.0,0.00782,0.99119,0.001
2,0.0,0.66613,0.00365,0.33022
2,2.0,0.0588,0.00145,0.93975
1,1.0,0.01586,0.98321,0.00093
0,0.0,0.99473,0.00288,0.00239
1,1.0,0.40325,0.58048,0.01627
0,0.0,0.99377,0.00088,0.00535
0,0.0,0.98066,0.01837,0.00097
0,0.0,0.98251,0.01626,0.00122
1,1.0,0.0052,0.99389,0.00091
1,2.0,0.07175,0.00551,0.92274
1,1.0,0.01104,0.98814,0.00081
1,1.0,0.00398,0.99482,0.0012
0,0.0,0.99551,0.00231,0.00218
0,0.0,0.93752,0.05248,0.01
2,2.0,0.01214,0.0023,0.98555
0,0.0,0.99639,0.0016,0.00201
1,1.0,0.0045,0.99459,0.00091
0,1.0,0.37448,0.5769,0.04862
2,1.0,0.00699,0.52121,0.4718
1,1.0,0.01588,0.98262,0.0015
2,2.0,0.23976,0.00175,0.75849
0,0.0,0.99052,0.00839,0.0011
0,0.0,0.74579,0.00183,0.25237
1,1.0,0.00262,0.99631,0.00107
1,1.0,0.00949,0.98956,0.00095
1,1.0,0.00511,0.99406,0.00083
1,1.0,0.00811,0.99103,0.00085
0,1.0,0.11014,0.88813,0.00172
1,1.0,0.00319,0.99572,0.00109
2,2.0,0.08482,0.00116,0.91401
0,0.0,0.83978,0.14437,0.01584
0,0.0,0.98727,0.00755,0.00519
2,0.0,0.98888,0.0029,0.00822
1,0.0,0.77515,0.00662,0.21824
0,0.0,0.991,0.00224,0.00676
0,0.0,0.85089,0.14493,0.00418
1,1.0,0.00094,0.99529,0.00377
0,0.0,0.79095,0.0108,0.19824
0,0.0,0.99025,0.00845,0.0013
1,1.0,0.00286,0.99612,0.00102
0,0.0,0.99201,0.00443,0.00356
2,2.0,0.03441,0.00159,0.964
0,0.0,0.80387,0.01961,0.17651
0,0.0,0.8783,0.00324,0.11846
0,0.0,0.94201,0.04158,0.01641
0,0.0,0.86357,0.13517,0.00126
2,2.0,0.00586,0.00333,0.99081
0,0.0,0.99328,0.00135,0.00537
0,0.0,0.88497,0.06007,0.05495
0,0.0,0.97045,0.01736,0.01219
0,0.0,0.99616,0.00246,0.00139
0,0.0,0.99491,0.0041,0.00099
1,1.0,0.0031,0.99558,0.00133
1,1.0,0.00212,0.99602,0.00187
2,0.0,0.87256,0.01016,0.11729
0,0.0,0.99131,0.00741,0.00128
0,0.0,0.98858,0.01036,0.00106
0,0.0,0.97193,0.02458,0.00348
2,2.0,0.00848,0.00426,0.98726
2,2.0,0.43344,0.00403,0.56253
1,1.0,0.02523,0.97315,0.00161
1,1.0,0.0036,0.99516,0.00124
2,2.0,0.0121,0.00216,0.98574
0,0.0,0.98882,0.00601,0.00517
0,0.0,0.84014,0.13917,0.02069
2,2.0,0.04952,0.13909,0.8114
2,0.0,0.81963,0.08712,0.09325
0,0.0,0.99595,0.00242,0.00163
1,0.0,0.82194,0.00807,0.16999
2,2.0,0.03724,0.00138,0.96138
0,0.0,0.91492,0.07721,0.00787
0,0.0,0.91263,0.08504,0.00233
2,2.0,0.13622,0.00225,0.86154
0,0.0,0.99659,0.00189,0.00152
0,0.0,0.92452,0.07363,0.00185
1,1.0,0.08278,0.90955,0.00768
0,0.0,0.99632,0.00157,0.00211
1,1.0,0.00298,0.99566,0.00136
1,0.0,0.89419,0.10393,0.00188
0,0.0,0.9903,0.00876,0.00094
0,0.0,0.99527,0.00321,0.00152
1,0.0,0.92286,0.07582,0.00131
1,1.0,0.05653,0.83527,0.10821
0,0.0,0.99562,0.00301,0.00137
0,0.0,0.98786,0.00127,0.01087
0,0.0,0.99176,0.00203,0.00621
2,2.0,0.15924,0.00234,0.83842
0,0.0,0.97592,0.02054,0.00354
1,1.0,0.00611,0.99305,0.00083
0,0.0,0.98792,0.01125,0.00083
2,0.0,0.68027,0.00522,0.31451
0,0.0,0.98341,0.00149,0.0151
0,0.0,0.93845,0.00632,0.05523
0,0.0,0.99423,0.00117,0.0046
0,0.0,0.97647,0.02132,0.00221
1,1.0,0.00366,0.99504,0.0013
1,1.0,0.04841,0.94952,0.00206
0,0.0,0.99689,0.00125,0.00186
0,0.0,0.98193,0.01574,0.00233
0,0.0,0.96442,0.03395,0.00163
1,1.0,0.00312,0.99523,0.00165
0,0.0,0.93252,0.06598,0.0015
0,1.0,0.15908,0.83871,0.0022
1,1.0,0.0116,0.97453,0.01387
0,0.0,0.94583,0.05251,0.00167
2,2.0,0.17072,0.00781,0.82147
0,0.0,0.99173,0.00139,0.00688
0,0.0,0.99164,0.00636,0.002
0,0.0,0.96008,0.0016,0.03833
1,1.0,0.00351,0.99552,0.00097
2,2.0,0.00667,0.00252,0.99081
2,2.0,0.03144,0.00173,0.96683
1,0.0,0.90024,0.07316,0.0266
2,2.0,0.02019,0.00153,0.97828
0,0.0,0.99617,0.00242,0.00141
1,1.0,0.00168,0.9951,0.00323
1,1.0,0.00424,0.99476,0.001
0,0.0,0.97056,0.0284,0.00104
0,0.0,0.9783,0.01834,0.00336
2,0.0,0.74222,0.08003,0.17775
1,1.0,0.05949,0.93816,0.00235
0,0.0,0.94047,0.00676,0.05277
0,0.0,0.99467,0.00335,0.00198
0,0.0,0.99462,0.00424,0.00114
2,2.0,0.01535,0.00172,0.98292
1,1.0,0.01932,0.97938,0.0013
1,1.0,0.0029,0.99601,0.00109
0,0.0,0.98132,0.01366,0.00502
2,2.0,0.01275,0.00164,0.98561
0,0.0,0.85991,0.13697,0.00312
0,1.0,0.03027,0.96513,0.00459
1,1.0,0.0506,0.94727,0.00213
0,0.0,0.9601,0.03837,0.00154
2,2.0,0.03196,0.00158,0.96647
1,1.0,0.01057,0.98865,0.00078
2,2.0,0.03537,0.00139,0.96324
0,0.0,0.84575,0.14749,0.00676
2,1.0,0.00415,0.8452,0.15065
2,1.0,0.00692,0.74293,0.25015
0,0.0,0.98918,0.00959,0.00122
0,0.0,0.99578,0.00245,0.00177
2,2.0,0.02073,0.00224,0.97703
0,0.0,0.99369,0.00122,0.00509
1,1.0,0.00769,0.99155,0.00076
0,0.0,0.7792,0.2184,0.0024
0,0.0,0.92335,0.04185,0.0348
2,0.0,0.91422,0.04269,0.04309
1,1.0,0.08232,0.91665,0.00103
0,0.0,0.9631,0.03211,0.00479
1,1.0,0.00684,0.99143,0.00173
1,1.0,0.00323,0.99544,0.00132
1,1.0,0.00269,0.99604,0.00127
0,0.0,0.99351,0.00238,0.00411
1,1.0,0.00314,0.99548,0.00138
1,1.0,0.2167,0.78029,0.00301
2,0.0,0.82017,0.0751,0.10473
0,0.0,0.85812,0.13739,0.00449
0,0.0,0.99601,0.00135,0.00264
2,2.0,0.00659,0.00421,0.9892
2,2.0,0.10947,0.00674,0.8838
0,1.0,0.21325,0.54176,0.24499
1,1.0,0.10189,0.89665,0.00146
1,1.0,0.00373,0.9948,0.00148
0,0.0,0.99569,0.00085,0.00347
1,1.0,0.00142,0.99678,0.0018
1,1.0,0.00359,0.99522,0.00118
0,0.0,0.98666,0.00163,0.0117
0,0.0,0.92889,0.06218,0.00893
2,1.0,0.0047,0.52905,0.46625
1,1.0,0.00352,0.99537,0.00111
2,2.0,0.20566,0.00887,0.78547
0,0.0,0.99454,0.00368,0.00178
0,0.0,0.99154,0.00609,0.00237
0,0.0,0.97601,0.02095,0.00305
1,2.0,0.06592,0.00208,0.932
2,2.0,0.01463,0.0018,0.98357
2,1.0,0.00212,0.97237,0.02551
0,0.0,0.99533,0.00368,0.00099
1,1.0,0.00543,0.99376,0.00081
0,0.0,0.99595,0.00169,0.00236
2,2.0,0.09144,0.00922,0.89934
1,1.0,0.00186,0.99619,0.00195
0,0.0,0.92748,0.07038,0.00214
0,0.0,0.99085,0.00823,0.00092
2,0.0,0.51924,0.01326,0.4675
2,2.0,0.00686,0.00596,0.98718
0,0.0,0.95571,0.00319,0.0411
0,0.0,0.91658,0.01106,0.07236
0,0.0,0.99338,0.00398,0.00264
1,1.0,0.00121,0.99186,0.00693
0,1.0,0.15253,0.84559,0.00188
0,0.0,0.99527,0.00344,0.00129
2,2.0,0.01501,0.00277,0.98223
1,2.0,0.16417,0.00667,0.82916
0,0.0,0.81917,0.17802,0.00281
0,1.0,0.24152,0.75573,0.00275
1,1.0,0.16429,0.81316,0.02255
0,0.0,0.99607,0.00258,0.00135
2,2.0,0.00796,0.00322,0.98882
2,2.0,0.06922,0.0016,0.92917
0,0.0,0.9946,0.0044,0.001
1,1.0,0.00275,0.99597,0.00128
2,0.0,0.79444,0.00163,0.20393
2,1.0,0.00141,0.97211,0.02647
2,2.0,0.04104,0.00139,0.95758
0,0.0,0.99043,0.00861,0.00097
2,2.0,0.01968,0.00147,0.97884
0,0.0,0.85169,0.14486,0.00345
1,1.0,0.01908,0.97938,0.00154
0,0.0,0.99521,0.00361,0.00118
0,0.0,0.9839,0.01509,0.00101
1,1.0,0.00228,0.99637,0.00135
0,0.0,0.9744,0.02441,0.00119
2,2.0,0.00499,0.04859,0.94641
0,0.0,0.99025,0.00871,0.00104
0,0.0,0.97484,0.02011,0.00505
2,2.0,0.08355,0.00171,0.91473
2,2.0,0.00849,0.0025,0.98901
2,2.0,0.02348,0.0116,0.96492
0,0.0,0.99172,0.00717,0.00111
0,0.0,0.99581,0.00278,0.00141
0,0.0,0.99606,0.00275,0.0012
0,0.0,0.99618,0.00244,0.00138
0,0.0,0.99579,0.00306,0.00115
0,0.0,0.99531,0.00252,0.00217
0,0.0,0.93423,0.06099,0.00478
2,1.0,0.27074,0.7237,0.00556
1,1.0,0.00341,0.99484,0.00175
0,0.0,0.99346,0.00391,0.00263
1,1.0,0.00283,0.99578,0.00139
0,0.0,0.96237,0.00241,0.03522
2,2.0,0.3512,0.00151,0.64729
1,1.0,0.00313,0.9951,0.00177
0,0.0,0.99611,0.00138,0.00252
1,1.0,0.00224,0.99593,0.00183
1,1.0,0.00388,0.99515,0.00097
0,0.0,0.97044,0.02859,0.00097
0,0.0,0.9875,0.01157,0.00092
0,0.0,0.93664,0.01545,0.04791
1,1.0,0.00389,0.9952,0.00091
0,0.0,0.99393,0.00358,0.0025
0,0.0,0.96077,0.03611,0.00311
2,2.0,0.12742,0.00143,0.87115
1,1.0,0.2308,0.76721,0.00199
0,0.0,0.99505,0.0031,0.00185
1,1.0,0.00558,0.99353,0.00089
0,0.0,0.96263,0.03623,0.00114
2,2.0,0.00826,0.00292,0.98882
0,0.0,0.93309,0.06574,0.00117
2,2.0,0.00778,0.00251,0.98971
1,1.0,0.28836,0.70682,0.00483
1,1.0,0.00164,0.99607,0.00229
2,2.0,0.00989,0.00198,0.98813
0,0.0,0.99241,0.00653,0.00106
2,2.0,0.33951,0.0012,0.65928
0,0.0,0.82394,0.17171,0.00435
1,1.0,0.01756,0.98046,0.00198
2,0.0,0.71432,0.00211,0.28357
0,2.0,0.41495,0.00133,0.58372
0,0.0,0.96832,0.03049,0.00119
0,0.0,0.9871,0.01183,0.00108
0,0.0,0.5353,0.00225,0.46245
1,1.0,0.00262,0.99635,0.00102
1,1.0,0.13219,0.86619,0.00162
2,2.0,0.03866,0.0014,0.95994
1,1.0,0.0031,0.9954,0.0015
0,0.0,0.99502,0.00327,0.00171
2,2.0,0.01268,0.00201,0.98531
0,0.0,0.9959,0.00294,0.00116
0,0.0,0.9963,0.0021,0.00159
0,0.0,0.95425,0.04453,0.00122
0,0.0,0.98517,0.01161,0.00322
0,0.0,0.99509,0.00387,0.00103
0,0.0,0.97374,0.02384,0.00242
0,2.0,0.15198,0.0377,0.81032
0,0.0,0.86431,0.13433,0.00136
1,1.0,0.00234,0.9956,0.00207
1,1.0,0.00798,0.99112,0.0009
0,0.0,0.9965,0.00163,0.00186
0,0.0,0.99628,0.00115,0.00256
0,0.0,0.91018,0.00254,0.08728
0,0.0,0.99158,0.00687,0.00155
0,0.0,0.97879,0.00354,0.01766
1,1.0,0.00866,0.98946,0.00188
0,0.0,0.80946,0.18551,0.00503
0,0.0,0.99477,0.00385,0.00138
1,1.0,0.32621,0.66838,0.00541
0,0.0,0.77982,0.21673,0.00345
1,1.0,0.00151,0.99678,0.00171
0,0.0,0.89602,0.00655,0.09743
2,2.0,0.02436,0.00111,0.97452
0,0.0,0.9948,0.00389,0.00131
0,0.0,0.99612,0.00179,0.0021
1,0.0,0.59451,0.40118,0.00431
0,0.0,0.99652,0.00188,0.0016
1,1.0,0.00328,0.99283,0.00389
1,1.0,0.00517,0.99379,0.00104
0,0.0,0.99214,0.00645,0.00141
2,2.0,0.03026,0.00155,0.96818
0,0.0,0.78894,0.02747,0.18359
2,2.0,0.03264,0.00169,0.96567
0,0.0,0.93506,0.06349,0.00145
0,1.0,0.31218,0.68589,0.00193
1,1.0,0.00221,0.99583,0.00196
1,1.0,0.00515,0.99405,0.00081
0,0.0,0.94036,0.05699,0.00265
1,1.0,0.00176,0.99626,0.00198
1,1.0,0.0016,0.99637,0.00203
0,0.0,0.99213,0.00294,0.00493
1,1.0,0.00247,0.99641,0.00111
1,1.0,0.0017,0.99691,0.00139
0,0.0,0.99627,0.00166,0.00208
0,0.0,0.96316,0.03311,0.00374
2,2.0,0.01145,0.00229,0.98626
0,0.0,0.98135,0.01776,0.00089
0,0.0,0.97045,0.0275,0.00205
0,0.0,0.99631,0.00239,0.0013
1,1.0,0.00167,0.99688,0.00144
1,1.0,0.00814,0.99084,0.00102
0,0.0,0.99674,0.002,0.00127
1,1.0,0.00189,0.99657,0.00154
1,1.0,0.01225,0.98696,0.00079
2,2.0,0.31894,0.02781,0.65325
1,1.0,0.00252,0.99512,0.00236
1,1.0,0.00212,0.99668,0.0012
0,0.0,0.99577,0.00227,0.00196
0,0.0,0.97387,0.0251,0.00104
0,0.0,0.91328,0.00897,0.07775
2,2.0,0.02024,0.00144,0.97831
0,0.0,0.99331,0.00568,0.00101
0,0.0,0.72201,0.21947,0.05852
1,1.0,0.14261,0.806,0.05139
0,0.0,0.9964,0.00211,0.00149
0,0.0,0.99343,0.00459,0.00198
0,0.0,0.99351,0.00515,0.00134
0,0.0,0.51022,0.0019,0.48789
2,0.0,0.95458,0.00078,0.04464
2,0.0,0.97176,0.00153,0.02671
0,0.0,0.97398,0.02375,0.00228
1,1.0,0.00241,0.99654,0.00105
0,0.0,0.99463,0.00403,0.00134
1,0.0,0.91646,0.08049,0.00304
2,0.0,0.59873,0.00127,0.40001
0,0.0,0.97189,0.02717,0.00094
1,1.0,0.00203,0.99667,0.0013
1,1.0,0.00276,0.99584,0.00141
0,0.0,0.98813,0.00906,0.0028
1,1.0,0.00276,0.99598,0.00127
1,1.0,0.03245,0.96475,0.00281
2,2.0,0.00901,0.00393,0.98706
0,0.0,0.98961,0.00147,0.00891
0,0.0,0.85528,0.13849,0.00623
1,1.0,0.00272,0.99585,0.00143
1,1.0,0.00242,0.99282,0.00476
1,1.0,0.00243,0.99602,0.00156
2,1.0,0.00319,0.99427,0.00254
